,loss,mae,val_loss,val_mae,learning_rate
32,0.12009338289499283,0.23998413980007172,0.07417338341474533,0.16343237459659576,0.00034746219171211123
33,0.12090788036584854,0.24001480638980865,0.07359534502029419,0.1667369157075882,0.00034746219171211123
34,0.11974698305130005,0.23957514762878418,0.07191620767116547,0.15246887505054474,0.00034746219171211123
35,0.11860200017690659,0.23822695016860962,0.0746881514787674,0.1561877429485321,0.00034746219171211123
36,0.11919640004634857,0.23901866376399994,0.07266713678836823,0.15390054881572723,0.00034746219171211123
37,0.12094683200120926,0.2409394532442093,0.07293204963207245,0.15756414830684662,0.00034746219171211123
38,0.12040263414382935,0.2400568425655365,0.07563354820013046,0.16529043018817902,0.00034746219171211123
39,0.11840245127677917,0.23710401356220245,0.07243506610393524,0.16183575987815857,0.00034746219171211123
40,0.11760140210390091,0.23617202043533325,0.07380000501871109,0.1585303694009781,0.00017373109585605562
41,0.11834380775690079,0.23749731481075287,0.07370763272047043,0.16296111047267914,0.00017373109585605562
42,0.11689317226409912,0.2352670282125473,0.07435203343629837,0.1600605696439743,0.00017373109585605562
43,0.11917129158973694,0.2394714653491974,0.07221481204032898,0.15421812236309052,0.00017373109585605562
44,0.11755632609128952,0.2371784895658493,0.07310085743665695,0.15550421178340912,0.00017373109585605562
45,0.11786661297082901,0.23752523958683014,0.0716688334941864,0.14905419945716858,8.686554792802781e-05
46,0.1176685243844986,0.23803001642227173,0.07162865996360779,0.16009464859962463,8.686554792802781e-05
47,0.1150970458984375,0.2337864637374878,0.07213348895311356,0.15376049280166626,8.686554792802781e-05
48,0.11696583032608032,0.2365340292453766,0.07109638303518295,0.15004445612430573,8.686554792802781e-05
49,0.1164066269993782,0.23561015725135803,0.07169459760189056,0.15160763263702393,8.686554792802781e-05
50,0.11746685206890106,0.23797211050987244,0.07177790254354477,0.1504700481891632,8.686554792802781e-05
51,0.11579843610525131,0.235292449593544,0.07201682031154633,0.14349554479122162,8.686554792802781e-05
52,0.1157507672905922,0.23435911536216736,0.07232391089200974,0.15374445915222168,8.686554792802781e-05
53,0.11618863791227341,0.23582273721694946,0.0714622214436531,0.15398964285850525,8.686554792802781e-05
54,0.11604473739862442,0.23473040759563446,0.0710189938545227,0.15512487292289734,4.3432773964013904e-05
55,0.11608456075191498,0.23558686673641205,0.07239025831222534,0.1533813774585724,4.3432773964013904e-05
56,0.11696504801511765,0.23722699284553528,0.07175134122371674,0.15207575261592865,4.3432773964013904e-05
57,0.1157282143831253,0.23552697896957397,0.07120680809020996,0.1565665453672409,4.3432773964013904e-05
58,0.11709218472242355,0.23709973692893982,0.07129878550767899,0.15812160074710846,4.3432773964013904e-05
59,0.11438851058483124,0.23316729068756104,0.07148445397615433,0.15488962829113007,2.1716386982006952e-05
60,0.11602833867073059,0.23534975945949554,0.07153137773275375,0.1556188017129898,2.1716386982006952e-05
61,0.11596665531396866,0.23456606268882751,0.0711391344666481,0.15289485454559326,2.1716386982006952e-05
62,0.11608289182186127,0.23580989241600037,0.07152115553617477,0.15563403069972992,2.1716386982006952e-05
63,0.11496950685977936,0.2336719036102295,0.07056381553411484,0.15168696641921997,2.1716386982006952e-05
64,0.11368247866630554,0.2317059487104416,0.07106183469295502,0.15756888687610626,2.1716386982006952e-05
65,0.11462699621915817,0.2337118685245514,0.07087520509958267,0.15392224490642548,2.1716386982006952e-05
66,0.11606460809707642,0.23550474643707275,0.07167218625545502,0.15226195752620697,2.1716386982006952e-05
67,0.11475249379873276,0.23301659524440765,0.07123535126447678,0.15639513731002808,2.1716386982006952e-05
68,0.11562202870845795,0.23522289097309113,0.07092694193124771,0.157272070646286,2.1716386982006952e-05
69,0.11486122757196426,0.23298276960849762,0.0716334879398346,0.15887251496315002,1.0858193491003476e-05
70,0.11586912721395493,0.2349427342414856,0.07139340788125992,0.15330322086811066,1.0858193491003476e-05
71,0.11515814065933228,0.2342018187046051,0.07104264199733734,0.15284331142902374,1.0858193491003476e-05
72,0.11541055887937546,0.23457226157188416,0.07083294540643692,0.15461981296539307,1.0858193491003476e-05
73,0.11718806624412537,0.23666881024837494,0.07164819538593292,0.14950530230998993,1.0858193491003476e-05
74,0.11480901390314102,0.23340991139411926,0.07193753123283386,0.14669013023376465,5.429096745501738e-06
75,0.11544144153594971,0.2341611087322235,0.0708605945110321,0.15241044759750366,5.429096745501738e-06
76,0.1172788068652153,0.23679016530513763,0.07098689675331116,0.15534241497516632,5.429096745501738e-06
77,0.11464637517929077,0.23350796103477478,0.07111859321594238,0.15570703148841858,5.429096745501738e-06
78,0.11482531577348709,0.23424004018306732,0.07099767029285431,0.15278548002243042,5.429096745501738e-06
